Account Description,Account Date,Bank / Customer / Supplier,Reference,Transaction Type,Description,Debit,Credit,Balance,Source File,Transaction ID,Year-Month,Is Duplicate,Category,Refined Category,Final Category
,2024-07-03,8400/000 : FNB,83.96 Google GSUITE,Account Payment,83.96 Google GSUITE,1696.99,,1928062.56,AccountTransactionsReport(1).csv,966,2024-07,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2024-07-03,8400/000 : FNB,134.00 SINC MAILGU,Account Payment,134.00 SINC MAILGU,2515.18,,1930577.74,AccountTransactionsReport(1).csv,967,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,182.85 WIX.COM,Account Payment,182.85 WIX.COM,3432.1,,1934009.84,AccountTransactionsReport(1).csv,968,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-03,8400/000 : FNB,298.08 GSUITE_ZONE,Account Payment,298.08 GSUITE_ZONE,5636.59,,1939646.43,AccountTransactionsReport(1).csv,969,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,391.60 Google GSuit,Account Payment,391.60 Google GSuit,7915.02,,1947561.45,AccountTransactionsReport(1).csv,970,2024-07,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2024-07-03,8400/000 : FNB,17.25 SLACK,Account Payment,17.25 SLACK,326.2,,1947887.65,AccountTransactionsReport(1).csv,971,2024-07,False,Communication,Communication,Communication
,2024-07-03,8400/000 : FNB,DROPBOX,Account Payment,DROPBOX,347.55,,1948235.2,AccountTransactionsReport(1).csv,972,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,20.00 YOU.COM,Account Payment,20.00 YOU.COM,375.4,,1948610.6,AccountTransactionsReport(1).csv,973,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,27.60 FACEBK,Account Payment,27.60 FACEBK,521.9,,1949132.5,AccountTransactionsReport(1).csv,974,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,SWIFT,Account Payment,SWIFT,550.0,,1949682.5,AccountTransactionsReport(1).csv,975,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-03,8400/000 : FNB,1103.24 GOOGLE CLOU,Account Payment,1103.24 GOOGLE CLOU,20861.89,,1970544.39,AccountTransactionsReport(1).csv,976,2024-07,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2024-07-04,8400/000 : FNB,BEENVERIFIED,Account Payment,BEENVERIFIED,571.37,,1971115.76,AccountTransactionsReport(1).csv,977,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-04,8400/000 : FNB,WAPPALYZER,Account Payment,WAPPALYSER,8446.51,,1979562.27,AccountTransactionsReport(1).csv,978,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-04,8400/000 : FNB,392.45 MICROSOFT,Account Receipt,392.45 MICROSOFT,,7033.36,1972528.91,AccountTransactionsReport(1).csv,979,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-05,8400/000 : FNB,4.95 Shells.com,Account Payment,4.95 Shells.com,94.14,,1972623.05,AccountTransactionsReport(1).csv,980,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,148.44 Enhancer swa,Account Payment,148.44 Enhancer swa,148.44,,1972771.49,AccountTransactionsReport(1).csv,981,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,50.10 Frappe Cloud,Account Payment,50.10 Frappe Cloud,952.74,,1973724.23,AccountTransactionsReport(1).csv,982,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,60.00 Imsomnia Team,Account Payment,60.00 Insomnia Team,1141.0,,1974865.23,AccountTransactionsReport(1).csv,983,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,99.00 DMNS.APP BUSI,Account Payment,99.00 DMNS.APP BUSI,1882.65,,1976747.88,AccountTransactionsReport(1).csv,984,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,143.20 MOZSEO:HELP@,Account Payment,143.20 MOZSEO:HELP@,2728.29,,1979476.17,AccountTransactionsReport(1).csv,985,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-05,8400/000 : FNB,299.00 TIME IS LTD,Account Payment,299.00 TIME IS LTD,5696.62,,1985172.79,AccountTransactionsReport(1).csv,986,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,2058.98 SHOPIFY,Account Payment,2058.98 SHOPIFY,39155.13,,2024327.92,AccountTransactionsReport(1).csv,987,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-06,8400/000 : FNB,1499.00 APPDIRECTG,Account Payment,1499.00 APPDIRECT,28506.12,,2052834.04,AccountTransactionsReport(1).csv,988,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,TRIPLE WHALE,Account Payment,599.00 TRIPLE WHALE,11391.03,,2064225.07,AccountTransactionsReport(1).csv,989,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,5.00 COMPONENTS.STU,Account Payment,5.00 COMPONENTS.STU,95.08,,2064320.15,AccountTransactionsReport(1).csv,990,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,Github,Account Payment,11.64GitHub,221.35,,2064541.5,AccountTransactionsReport(1).csv,991,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-06,8400/000 : FNB,19.00 Github,Account Payment,19.00 Github,361.31,,2064902.81,AccountTransactionsReport(1).csv,992,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-06,8400/000 : FNB,DNH DOMANI/HO,Account Payment,DNH DOMANI/HO,805.47,,2065708.28,AccountTransactionsReport(1).csv,993,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,1410.60 FACEBK,Account Payment,1410.60 FACEBK,1410.6,,2067118.88,AccountTransactionsReport(1).csv,994,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,120.75 MANAGEWP,Account Payment,120.75 MANAGEWP,2277.16,,2069396.04,AccountTransactionsReport(1).csv,995,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,120.75 MANAGEWP,Account Payment,120.75 MANAGEWP,2277.16,,2071673.2,AccountTransactionsReport(1).csv,996,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-06,8400/000 : FNB,249.00 STABLE,Account Payment,249.00 STABLE,4735.18,,2076408.38,AccountTransactionsReport(1).csv,997,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-08,8400/000 : FNB,126.50 MICROSOFT,Account Payment,126.50 MICROSOFT,2385.6,,2078793.98,AccountTransactionsReport(1).csv,998,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-08,8400/000 : FNB,15.00 HIGHTAIL,Account Payment,15.00 HIGHTAIL,280.49,,2079074.47,AccountTransactionsReport(1).csv,999,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-08,8400/000 : FNB,77.05 CBA PLESK,Account Payment,77.05 CBA PLESK,1453.04,,2080527.51,AccountTransactionsReport(1).csv,1000,2024-07,False,Domain & Hosting,Domain & Hosting,Domain & Hosting
,2024-07-08,8400/000 : FNB,187.94 PADDLE.NET,Account Payment,"187.94 PADDLE,NET",187.94,,2080715.45,AccountTransactionsReport(1).csv,1001,2024-07,False,Other Computer Services,Subscription Management,Subscription Management
,2024-07-09,8400/000 : FNB,99.00 MIOSALON,Account Payment,99.00 MIOSALON,1851.22,,2082566.67,AccountTransactionsReport(1).csv,1002,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,99.00 MIOSALON,Account Payment,99.00 MIOSALON,1851.22,,2084417.89,AccountTransactionsReport(1).csv,1003,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,171.35 PADDLE.NET,Account Payment,171.35 PADDLE.NET,3204.1,,2087621.99,AccountTransactionsReport(1).csv,1004,2024-07,False,Other Computer Services,Subscription Management,Subscription Management
,2024-07-09,8400/000 : FNB,12.00 CODESANDBOX,Account Payment,12.00 CODESANDBOX,224.39,,2087846.38,AccountTransactionsReport(1).csv,1005,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,19.99 WOOCOMMERCE,Account Payment,19.99 WOOCOMMERCE,373.8,,2088220.18,AccountTransactionsReport(1).csv,1006,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,20.00 VERCEL,Account Payment,20.00 VERCEL INC,373.98,,2088594.16,AccountTransactionsReport(1).csv,1007,2024-07,False,Cloud Services,Cloud Services,Cloud Services
,2024-07-09,8400/000 : FNB,20.00 VERCEL IMC,Account Payment,20.00 VERCEL INC,373.98,,2088968.14,AccountTransactionsReport(1).csv,1008,2024-07,True,Cloud Services,Cloud Services,Cloud Services
,2024-07-09,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2089514.39,AccountTransactionsReport(1).csv,1009,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-09,8400/000 : FNB,7.00NPM,Account Payment,7.00 NPM,130.9,,2089645.29,AccountTransactionsReport(1).csv,1010,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,7.00NPM,Account Payment,7.00NPM,130.9,,2089776.19,AccountTransactionsReport(1).csv,1011,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,7.00NPM,Account Payment,7.00NPM,130.9,,2089907.09,AccountTransactionsReport(1).csv,1012,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,3.60 GETADDRESS,Account Payment,3.60 GETADDRESS,86.09,,2089993.18,AccountTransactionsReport(1).csv,1013,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,9.00 TWENTY.COM,Account Payment,9.00 TWENTY.COM,168.29,,2090161.47,AccountTransactionsReport(1).csv,1014,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-09,8400/000 : FNB,9.00 GITPOD,Account Payment,9.00 GITPOD,168.29,,2090329.76,AccountTransactionsReport(1).csv,1015,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-09,8400/000 : FNB,7.00NPM,Account Payment,7.00NPM,130.9,,2090460.66,AccountTransactionsReport(1).csv,1016,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-10,8400/000 : FNB,20.00 HEROKO,Account Payment,20.00 HEROKU,373.98,,2090834.64,AccountTransactionsReport(1).csv,1017,2024-07,False,Cloud Services,Cloud Services,Cloud Services
,2024-07-10,8400/000 : FNB,25.00 NOTION LABS,Account Payment,25.00 NOTION LABS,467.48,,2091302.12,AccountTransactionsReport(1).csv,1018,2024-07,False,Other Computer Services,Collaboration Tools,Collaboration Tools
,2024-07-10,8400/000 : FNB,28.75 CLOUDFLARE,Account Payment,28.75 CLOUDFLARE,537.6,,2091839.72,AccountTransactionsReport(1).csv,1019,2024-07,False,Cloud Services,Cloud Services,Cloud Services
,2024-07-10,8400/000 : FNB,150.00 AUTH0.COM,Account Payment,150.00 AUTH0.COM,2804.87,,2094644.59,AccountTransactionsReport(1).csv,1020,2024-07,False,Security Services,Security Services,Security Services
,2024-07-11,8400/000 : FNB,41.40 SHOPIFY,Account Payment,41.40 SHOPIFY,770.53,,2095415.12,AccountTransactionsReport(1).csv,1021,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-11,8400/000 : FNB,49.00 SKRAPP,Account Payment,49.00 SKRAPP,911.98,,2096327.1,AccountTransactionsReport(1).csv,1022,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-11,8400/000 : FNB,21.56 SLACK,Account Payment,21.56 SLACK,401.03,,2096728.13,AccountTransactionsReport(1).csv,1023,2024-07,False,Communication,Communication,Communication
,2024-07-11,8400/000 : FNB,25.00 BEECEPTOR,Account Payment,25.00 BEECEPTOR,465.29,,2097193.42,AccountTransactionsReport(1).csv,1024,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-11,8400/000 : FNB,25.00 BEECEPTOR,Account Payment,25.00 BEECEPTOR,465.29,,2097658.71,AccountTransactionsReport(1).csv,1025,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-11,8400/000 : FNB,41.40 SHOPIFY,Account Payment,41.40 SHOPIFY,770.53,,2098429.24,AccountTransactionsReport(1).csv,1026,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-11,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.85,,2098686.09,AccountTransactionsReport(1).csv,1027,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-11,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.85,,2098942.94,AccountTransactionsReport(1).csv,1028,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-11,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.85,,2099199.79,AccountTransactionsReport(1).csv,1029,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-11,8400/000 : FNB,60.00 OPENAI CHATG,Account Payment,60.00 OPENAI CHATG,1116.72,,2100316.51,AccountTransactionsReport(1).csv,1030,2024-07,False,AI Services,AI Services,AI Services
,2024-07-11,8400/000 : FNB,70.00 NOTION LABS,Account Payment,70.00 NOTION LABS,1302.07,,2101618.58,AccountTransactionsReport(1).csv,1031,2024-07,False,Other Computer Services,Collaboration Tools,Collaboration Tools
,2024-07-11,8400/000 : FNB,499.00 CASSIDYAI,Account Payment,499.00 CASSIDYAI,9287.34,,2110905.92,AccountTransactionsReport(1).csv,1032,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-11,8400/000 : FNB,1499 APPDIRECT,Account Payment,1499 APPDIRECT,27899.26,,2138805.18,AccountTransactionsReport(1).csv,1033,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-12,8400/000 : FNB,99.00 DYNAMIC,Account Payment,99.00 DYNAMIC,1837.33,,2140642.51,AccountTransactionsReport(1).csv,1034,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-12,8400/000 : FNB,43.70 SHOPIFY,Account Payment,43.70 SHOPIFY,812.87,,2141455.38,AccountTransactionsReport(1).csv,1035,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,3058 SHOPIFY,Account Payment,3058.95 SHOPIFY,56899.59,,2198354.97,AccountTransactionsReport(1).csv,1036,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.69,,2198611.66,AccountTransactionsReport(1).csv,1037,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,71.30 SHOPIFY,Account Payment,71.30 SHOPIFY,1326.26,,2199937.92,AccountTransactionsReport(1).csv,1038,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,90.85 SHOPIFY,Account Payment,90.85 SHOPIFY,1689.91,,2201627.83,AccountTransactionsReport(1).csv,1039,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,13.80S SHOPIFY,Account Payment,13.80 SHOPIFY,256.69,,2201884.52,AccountTransactionsReport(1).csv,1040,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.69,,2202141.21,AccountTransactionsReport(1).csv,1041,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,13.80 SHOPIFY,Account Payment,13.80 SHOPIFY,256.69,,2202397.9,AccountTransactionsReport(1).csv,1042,2024-07,True,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-12,8400/000 : FNB,32.00 BUBBLE STARTE,Account Payment,32.00 BUBBLE STARTE,593.88,,2202991.78,AccountTransactionsReport(1).csv,1043,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-12,8400/000 : FNB,41.40 SHOPIFY,Account Payment,41.40 SHOPIFY,770.08,,2203761.86,AccountTransactionsReport(1).csv,1044,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-13,8400/000 : FNB,1.00 NOMIC ATLAS,Account Payment,1.00 NOMIC ATLAS,18.52,,2203780.38,AccountTransactionsReport(1).csv,1045,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-13,8400/000 : FNB,20.00 HUGGINGFACE,Account Payment,20.00 HUGGINGFACE,371.18,,2204151.56,AccountTransactionsReport(1).csv,1046,2024-07,False,AI Services,AI Services,AI Services
,2024-07-13,8400/000 : FNB,189.00 GITHUB,Account Payment,189.00 GITHUB,3507.63,,2207659.19,AccountTransactionsReport(1).csv,1047,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-13,8400/000 : FNB,21.00 GITHUB,Account Payment,21.00 GITHUB,389.73,,2208048.92,AccountTransactionsReport(1).csv,1048,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-13,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2208595.17,AccountTransactionsReport(1).csv,1049,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-13,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2209141.42,AccountTransactionsReport(1).csv,1050,2024-07,True,Productivity Software,Productivity Software,Productivity Software
,2024-07-13,8400/000 : FNB,61.00 GITHUB,Account Payment,61.00 GITHUB,1132.09,,2210273.51,AccountTransactionsReport(1).csv,1051,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-13,8400/000 : FNB,63.00 GITHUB,Account Payment,63.00 GITHUB,1169.21,,2211442.72,AccountTransactionsReport(1).csv,1052,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-15,8400/000 : FNB,1150.00 FACEBK,Account Payment,1150.00 FACEBK,1150.0,,2212592.72,AccountTransactionsReport(1).csv,1053,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-15,8400/000 : FNB,15.00 TABNINE,Account Payment,15.00 TABNINE,277.89,,2212870.61,AccountTransactionsReport(1).csv,1054,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-15,8400/000 : FNB,19.19 OPENAI CHATG,Account Payment,19.19 OPENAI CHATG,355.51,,2213226.12,AccountTransactionsReport(1).csv,1055,2024-07,False,AI Services,AI Services,AI Services
,2024-07-16,8400/000 : FNB,120.00 OPENAI CHAT,Account Payment,120.00 OPENAI CHAT,2209.63,,2215435.75,AccountTransactionsReport(1).csv,1056,2024-07,False,AI Services,AI Services,AI Services
,2024-07-16,8400/000 : FNB,175.00 NOTION LABS,Account Payment,175.00 NOTION LABS,3222.37,,2218658.12,AccountTransactionsReport(1).csv,1057,2024-07,False,Other Computer Services,Collaboration Tools,Collaboration Tools
,2024-07-16,8400/000 : FNB,180.00 AGENCY ANALYT,Account Payment,180.00 AGENCY ANALYT,3314.44,,2221972.56,AccountTransactionsReport(1).csv,1058,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,280.00 WIZA.CO,Account Payment,280.00 WIZA.CO,5155.79,,2227128.35,AccountTransactionsReport(1).csv,1059,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,14.00 GITHUB,Account Payment,14.00 GITHUB,257.78,,2227386.13,AccountTransactionsReport(1).csv,1060,2024-07,False,Development Tools,Development Tools,Development Tools
,2024-07-16,8400/000 : FNB,20.00 RAILWAY,Account Payment,20.00 RAILWAY,368.27,,2227754.4,AccountTransactionsReport(1).csv,1061,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,20.00 RAILWAY,Account Payment,20.00 RAILWAY,368.27,,2228122.67,AccountTransactionsReport(1).csv,1062,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2228668.92,AccountTransactionsReport(1).csv,1063,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-16,8400/000 : FNB,735.00 SQSP,Account Payment,735.00 SQSP,735.0,,2229403.92,AccountTransactionsReport(1).csv,1064,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,915.00 SQSP,Account Payment,915.00 SQSP,915.0,,2230318.92,AccountTransactionsReport(1).csv,1065,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-16,8400/000 : FNB,74.75 SHOPIFY,Account Payment,74.75 SHOPIFY,1376.41,,2231695.33,AccountTransactionsReport(1).csv,1066,2024-07,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2024-07-16,8400/000 : FNB,99.00 PLAYFAB,Account Payment,99.00 PLAYFAB,1822.94,,2233518.27,AccountTransactionsReport(1).csv,1067,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-17,8400/000 : FNB,"40.00REPLIT, INC",Account Payment,"40.00REPLIT, INC",736.54,,2234254.81,AccountTransactionsReport(1).csv,1068,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-17,8400/000 : FNB,191.48 SLACK,Account Payment,191.48 SLACK,3525.82,,2237780.63,AccountTransactionsReport(1).csv,1069,2024-07,False,Communication,Communication,Communication
,2024-07-18,8400/000 : FNB,MSFT,Account Payment,MSFT,408.94,,2238189.57,AccountTransactionsReport(1).csv,1070,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-18,8400/000 : FNB,SQSP,Account Payment,SQSP,1150.0,,2239339.57,AccountTransactionsReport(1).csv,1071,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-18,8400/000 : FNB,Triple Whale,Account Payment,tRIPLE WHALE,5203.51,,2244543.08,AccountTransactionsReport(1).csv,1072,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-18,8400/000 : FNB,MSFT,Account Payment,MSFT,5439.5,,2249982.58,AccountTransactionsReport(1).csv,1073,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-18,8400/000 : FNB,MSFT,Account Payment,MSFT,26415.96,,2276398.54,AccountTransactionsReport(1).csv,1074,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-19,8400/000 : FNB,EMMA AI,Account Payment,EMMA AI,167.8,,2276566.34,AccountTransactionsReport(1).csv,1075,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-20,8400/000 : FNB,NAMEBIO,Account Payment,NAMEBIO,1866.28,,2278432.62,AccountTransactionsReport(1).csv,1076,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,264.50 INTUIT,Account Payment,264.50 INTUIT,264.5,,2278697.12,AccountTransactionsReport(1).csv,1077,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-22,8400/000 : FNB,59.00 GREENBACK.COM,Account Payment,59.00 GREENBACK.COM,1101.11,,2279798.23,AccountTransactionsReport(1).csv,1078,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,550.00 SQSP,Account Payment,550.00 SQSP,550.0,,2280348.23,AccountTransactionsReport(1).csv,1079,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,660.00 SQSP,Account Payment,660.00 SQSP,660.0,,2281008.23,AccountTransactionsReport(1).csv,1080,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,17.25 SLACK T4ENT13,Account Payment,17.25 SLACK T4ENT13,321.93,,2281330.16,AccountTransactionsReport(1).csv,1081,2024-07,False,Communication,Communication,Communication
,2024-07-22,8400/000 : FNB,1320.00 SQSP,Account Payment,1320.00 SQSP,1320.0,,2282650.16,AccountTransactionsReport(1).csv,1082,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,1725.00 FACEBOOK,Account Payment,1725.00FACEBOOK,1725.0,,2284375.16,AccountTransactionsReport(1).csv,1083,2024-07,False,Marketing Tools,Marketing Tools,Marketing Tools
,2024-07-22,8400/000 : FNB,1835.00,Account Payment,1835.00 SQSP,1835.0,,2286210.16,AccountTransactionsReport(1).csv,1084,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,365.00 SQSP,Account Payment,365.00 SQSP,365.0,,2286575.16,AccountTransactionsReport(1).csv,1085,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,1320.00 SQSP,Account Payment,1320.00 SQSP,1320.0,,2287895.16,AccountTransactionsReport(1).csv,1086,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,1100.00 SQSP,Account Payment,1100.00 SQSP,1100.0,,2288995.16,AccountTransactionsReport(1).csv,1087,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,1835.00 SQSP,Account Payment,1835.00 SQSP,1835.0,,2290830.16,AccountTransactionsReport(1).csv,1088,2024-07,True,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,3960.00 SQSP,Account Payment,3960.00 SQSP,3960.0,,2294790.16,AccountTransactionsReport(1).csv,1089,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-22,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2295336.41,AccountTransactionsReport(1).csv,1090,2024-07,False,Productivity Software,Productivity Software,Productivity Software
,2024-07-22,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2295882.66,AccountTransactionsReport(1).csv,1091,2024-07,True,Productivity Software,Productivity Software,Productivity Software
,2024-07-22,8400/000 : FNB,546.25 INTUIT,Account Payment,546.25 INTUIT,546.25,,2296428.91,AccountTransactionsReport(1).csv,1092,2024-07,True,Productivity Software,Productivity Software,Productivity Software
,2024-07-23,8400/000 : FNB,100.00 APPDIRECT,Account Payment,100.00 APPDIRECT,1874.76,,2298303.67,AccountTransactionsReport(1).csv,1093,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
,2024-07-23,8400/000 : FNB,74.00 PIPEDEAM,Account Payment,74.00 PIPEDREAM,1387.32,,2299690.99,AccountTransactionsReport(1).csv,1094,2024-07,False,Other Computer Services,Other Computer Services,Other Computer Services
