Transaction_Date,Description,Amount,2CO.COM,10Web,Adobe,Airtable,1xAllproduc,AICAMP,AI PDF MYAID,Acquire,Afforai,Anaconda,Appy Pie,AgencyAnalyt,Anima app,Anthropic,Autho.com,Appdirect,Atarim Agency,B2B Trade Store,Beenverified,Beeceptor,Bobgroup,Bubble Starter,CAL.COM,Canva,CBA Plesk,CBAC Cleaner,CassidyAI,Chatbase,Chatbox,ClaudeAI,Clinic Software,Cloud,Cloudflare,Chrisking Me,Codesandbox,COMPONENTS.STU,Cursor AI,CustomGPT,DMNS App,DNHGodaddy,DNH Domain,DeepAi,DevianArt,DIFY,Digital Ocean,Docker Inc.,Dropbox,Dynamic.xyz,ECM A Legal,Elementor,Endole.co.uk,EMMA AI,Facebook,FIGMA,FLUXAI,Framer.com,Frappe,Freshworks,Getaddress I.O,Github,GitPOD,Glassfrog,Google Cloud,Google Suite,Greenback,Hasura,Heroku,Hightail,Holaspirit,Huggingface,Insomnia Team,Intercom R & D,Intuit,ISHRAQ,Jina AI,Kling Ai,Lemsqzy,Leonardo AI,Linkedin,Linode.akam,Looka logo,Make.com,Mattermost,Mermaid,Microsoft,Mindjet,MioSalon,NPM INC,Notion Labs,Manage WP,Mangoapps,Mozseohelp,Namebio,Nettica Corpco,Nomic,Obsidian MD,WWW.ODRIVE,Open Ai,Open Phone,Org.Chart,Paddle.net,Perplexity,Pipedream,Playfab,Pipedrive UK,poe.com,Postman,Railway,REG Agent,Replit,Retool,SQSP,Sentry,SAGE,Shells.com,Shopify,Sinch Mailgun,Skrapp.io,Slack,Squarespace,SR.HT Service,Stackblitz,Stable,Stock2Shop,Suno Inc,Tabnine,TeamCity,Termius Corpco,Time is LTD,TINYACQUISIT,Triple Whale,Twenty.com,Unstoppabledo,You.com,Vercel,Vidboard,Virtonomics,Wappalyzer,Webflow,Windsurf,Wiza,Wix,Wolfram,WooCommerce,Wondershare,WWW.W3SCHOOL,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Vendor
2025-03-17,"Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8781 Github Inc.",263.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github
2025-03-17,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8698 Intuit,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intuit
2025-03-17,"41.86 REPLIT, INC. 4XX*5191 14 MAR XX2877 41.86 REPLIT, INC. 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX",787.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-17,55.52 RAILWAY 4XX*5191 14 MAR XX1139 55.52 RAILWAY 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1139,1045.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Railway
2025-03-17,172.50 OPENAI *CHAT 4XX*5191 14 MAR XX7850 172.50 OPENAI *CHAT 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX,3247.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-18,227.70 DNH*GODADDY 4XX*5191 14 MAR XX9865 227.70 DNH*GODADDY 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX,227.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNHGodaddy
2025-03-18,139.24 SLACK T0MN3D 4XX*5225 15 MAR XX6829 139.24 SLACK T0MN3D 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXX,2610.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slack
2025-03-18,231.95 HOLASPIRIT 4XX*5225 15 MAR XX5392 231.95 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX53,4710.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4710.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holaspirit
2025-03-18,280.00 WIZA.CO 4XX*5191 14 MAR XX1430 280.00 WIZA.CO 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1430,5270.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.69,,,,,,,,,,Wiza
2025-03-18,376.40 HOLASPIRIT 4XX*5225 15 MAR XX4648 376.40 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX46,7644.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7644.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holaspirit
2025-03-19,Google Service Charges/Fees INT PYMT FEE-434.99 Goog Google,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-19,Google Service Charges/Fees INT PYMT FEE-34.99 Googl Google,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-19,"10.08 REPLIT, INC. 4XX*5191 17 MAR XX2665 10.08 REPLIT, INC. 4XXXXX*5191 17 MAR XXXXXXXXXXXXXXXXXXX",189.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-19,20.00 HUGGINGFACE 4XX*5191 18 MAR XX4194 20.00 HUGGINGFACE 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX41,372.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huggingface
2025-03-19,50.16 LINODE . AKAM 4XX*5191 18 MAR XX6276 50.16 LINODE . AKAM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXX,934.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linode.akam
2025-03-20,"4.98 REPLIT, INC. 4XX*5191 19 MAR XX3377 4.98 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX33",92.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-20,350.00 FRAMER.COM 4XX*5191 18 MAR XX0754 350.00 FRAMER.COM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX07,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Framer.com
2025-03-20,20.00 VERCEL INC. 4XX*5191 18 MAR XX3704 20.00 VERCEL INC. 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX37,372.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.77,,,,,,,,,,,,,,,,Vercel
2025-03-22,"9.90 REPLIT, INC. 4XX*5191 20 MAR XX5597 9.90 REPLIT, INC. 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX55",184.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-22,"10.03 REPLIT, INC. 4XX*5191 19 MAR XX0791 10.03 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX",186.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-22,54.00 AIRTABLE.COM/ 4XX*5191 21 MAR XX5485 54.00 AIRTABLE.COM/ 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXX,1006.08,,,,1006.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airtable
2025-03-22,59.00 GREENBACK.COM 4XX*5225 19 MAR XX7950 59.00 GREENBACK.COM 4XXXXX*5225 19 MAR XXXXXXXXXXXXXXXXX,1094.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenback
2025-03-22,1265.00 FACEBK *WPX 4XX*5191 20 MAR XX7070 1265.00 FACEBK *WPX 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facebook
2025-03-22,"74.00 PIPEDREAM, IN 4XX*5191 20 MAR XX4703 74.00 PIPEDREAM, IN 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX",1381.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipedream
2025-03-22,103.64 OPENAI 4XX*5191 20 MAR XX9574 103.64 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX9574,1934.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,103.85 OPENAI 4XX*5191 20 MAR XX5742 103.85 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX5742,1934.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,103.81 OPENAI 4XX*5191 20 MAR XX1230 103.81 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX1230,1937.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,104.13 OPENAI 4XX*5191 20 MAR XX6719 104.13 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX6719,1943.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,104.32 OPENAI 4XX*5191 21 MAR XX9252 104.32 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9252,1943.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,106.02 OPENAI 4XX*5191 21 MAR XX6542 106.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6542,1975.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,115.00 OPENAI 4XX*5191 19 MAR XX2236 115.00 OPENAI 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX2236,2132.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-22,3085.00 FRAMER.COM 4XX*5191 20 MAR XX2632 3085.00 FRAMER.COM 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX,3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Framer.com
2025-03-22,374.00 MANGOAPPS 4XX*5191 19 MAR XX7618 374.00 MANGOAPPS 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX7618,6936.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangoapps
2025-03-22,"456.00 ANIMA APP, I 4XX*5191 20 MAR XX6065 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX",8510.48,,,,,,,,,,,,,8510.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anima app
2025-03-22,"456.00 ANIMA APP, I 4XX*5191 20 MAR XX0583 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX",8510.48,,,,,,,,,,,,,8510.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anima app
2025-03-24,103.68 OPENAI 4XX*5191 21 MAR XX0574 103.68 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX0574,1931.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,103.66 OPENAI 4XX*5191 21 MAR XX9278 103.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9278,1932.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,103.74 OPENAI 4XX*5191 22 MAR XX4295 103.74 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4295,1933.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,104.02 OPENAI 4XX*5191 21 MAR XX3447 104.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3447,1938.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,104.10 OPENAI 4XX*5191 22 MAR XX4974 104.10 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4974,1940.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,105.04 OPENAI 4XX*5191 21 MAR XX5004 105.04 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX5004,1957.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,105.66 OPENAI 4XX*5191 21 MAR XX6438 105.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6438,1968.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-24,105.88 OPENAI 4XX*5191 21 MAR XX3405 105.88 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3405,1972.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,"6.00 DOCKER, INC. 4XX*5191 24 MAR XX1623 6.00 DOCKER, INC. 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX16",111.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Docker Inc.
2025-03-25,30.00 HASURA 4XX*5191 23 MAR XX8567 30.00 HASURA 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX8567,559.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasura
2025-03-25,89.00 SENTRY 4XX*5191 24 MAR XX9774 89.00 SENTRY 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX9774,1658.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sentry
2025-03-25,103.65 OPENAI 4XX*5191 23 MAR XX9251 103.65 OPENAI 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX9251,1931.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,103.66 OPENAI 4XX*5191 22 MAR XX9090 103.66 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX9090,1932.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,103.97 OPENAI 4XX*5191 23 MAR XX2958 103.97 OPENAI 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX2958,1937.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,103.97 OPENAI 4XX*5191 23 MAR XX3880 103.97 OPENAI 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX3880,1937.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,104.01 OPENAI 4XX*5191 24 MAR XX0502 104.01 OPENAI 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX0502,1938.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-25,104.13 OPENAI 4XX*5191 22 MAR XX3241 104.13 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX3241,1940.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
